ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Score_Stimulants,Score_Depressants,Score_Hallucinogens,Usage_Group
1463,25-34,M,Masters degree,UK,White,0.13606,0.16767,-0.45174,0.43852,0.12331,-0.71126,0.40148,5,0,2,0,6,3,5,3,0,2,0,0,2,0,5,0,6,0,0,6,5,0,Occasional
1464,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.1943,0.80523,0.88309,0.94156,0.41594,-0.21712,0.7654,6,0,0,0,6,6,6,0,0,0,0,0,0,5,0,4,0,0,0,0,6,5,Regular
1465,25-34,M,Masters degree,UK,White,-2.75696,1.2861,-0.58331,0.76096,-0.52745,0.52975,0.07987,4,1,1,0,5,0,3,1,0,1,0,1,0,0,0,0,0,0,0,1,4,0,Non-User
1466,25-34,F,"Some college or university, no certificate or degree",USA,Mixed-Black/Asian,0.73545,-0.57545,-0.31776,-0.91699,-0.14277,0.88113,-0.21575,3,0,0,6,5,6,6,3,0,1,0,0,0,1,3,0,4,0,0,4,6,1,Regular
1467,18-24,F,University degree,USA,White,-0.58016,0.32197,0.7233,-0.15487,0.58489,-1.37983,-0.52593,5,0,0,0,5,6,5,3,0,4,0,0,0,3,0,3,5,0,0,5,5,3,Regular
1468,55-64,F,University degree,USA,White,-1.86962,0.80523,0.88309,1.61108,0.93949,-0.21712,0.07987,4,1,0,4,3,6,6,1,1,0,1,0,4,1,0,1,0,0,0,1,4,1,Regular
1469,25-34,F,Masters degree,UK,White,-0.14882,-0.80615,-1.27553,1.2861,0.12331,-1.37983,-0.52593,4,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,Occasional
1470,18-24,F,University degree,UK,White,0.31287,0.00332,-0.01928,0.76096,-0.27607,-1.37983,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1471,65+,M,University degree,UK,White,-1.86962,-0.15487,-0.58331,2.46262,0.41594,-1.37983,-2.07848,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,Non-User
1472,55-64,M,Masters degree,UK,White,-0.79151,-0.30033,0.29338,0.28783,1.46191,-0.21712,-0.84637,5,2,2,0,6,4,6,2,0,2,0,0,3,1,0,2,1,0,0,2,5,2,Occasional
1473,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.14882,0.47617,-0.17779,-1.07533,0.12331,-0.71126,1.2247,6,0,0,0,6,4,6,0,0,0,0,0,3,0,0,4,3,0,0,3,6,4,Occasional
1474,25-34,F,Masters degree,USA,White,-0.24649,0.32197,0.88309,0.43852,0.12331,-0.71126,0.07987,6,0,0,3,6,3,6,0,0,0,0,0,0,0,0,2,3,0,0,3,6,2,Occasional
1475,45-54,M,"Some college or university, no certificate or degree",Canada,Other,1.02119,-0.69509,-0.84732,-1.21213,0.7583,1.86203,1.2247,4,4,5,5,6,4,0,2,0,4,0,3,6,2,0,2,1,0,0,4,5,2,Occasional
1476,25-34,F,"Some college or university, no certificate or degree",USA,White,2.46262,-1.92173,-0.58331,-2.35413,-2.30408,1.29221,1.2247,5,6,3,4,5,2,5,4,2,5,4,3,3,3,4,3,6,0,0,6,5,3,Occasional
1477,25-34,M,Professional certificate/ diploma,Canada,White,-0.34799,-0.43999,-0.17779,-0.45321,0.12331,-0.71126,-0.84637,5,2,0,0,6,6,5,5,2,4,0,0,2,5,0,2,6,0,0,6,5,5,Regular
1478,18-24,M,"Some college or university, no certificate or degree",USA,White,0.41667,-0.69509,-0.01928,-0.30172,-1.25773,-1.37983,0.40148,6,3,0,0,6,6,5,0,0,0,0,0,3,6,0,3,3,0,0,3,6,6,Regular
1479,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.92104,1.45421,1.65653,-0.01729,-0.52745,1.86203,1.92173,6,3,2,2,6,6,4,3,0,5,2,0,3,3,3,3,5,0,2,5,6,3,Regular
1480,35-44,F,Professional certificate/ diploma,USA,White,-0.05188,-0.57545,-2.09015,-0.01729,-0.27607,-0.71126,-0.84637,5,3,0,3,3,1,0,0,0,0,0,0,0,0,1,0,6,0,0,6,5,0,Non-User
1481,25-34,F,"Some college or university, no certificate or degree",USA,Other,1.37297,0.32197,0.7233,0.94156,0.12331,-0.71126,0.07987,3,2,0,6,6,2,4,2,2,3,2,0,2,2,6,3,6,0,0,6,6,3,Occasional
1482,45-54,F,University degree,USA,White,1.60383,-2.32338,0.14143,-0.01729,-2.04506,0.88113,-2.07848,4,1,0,1,2,6,6,1,0,1,1,0,0,1,0,1,0,0,0,1,4,1,Regular
1483,45-54,F,Doctorate degree,UK,White,-0.92104,0.00332,0.14143,0.13136,0.7583,-0.21712,-0.21575,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1484,25-34,F,University degree,UK,White,-0.24649,0.47617,0.7233,1.61108,-0.14277,-0.71126,0.7654,5,4,3,0,5,4,6,2,0,4,0,3,5,0,0,3,5,0,0,5,5,3,Occasional
1485,35-44,M,Professional certificate/ diploma,USA,White,0.52135,-1.09207,-0.45174,0.13136,-1.13788,0.88113,-0.84637,3,1,0,3,6,2,6,2,0,0,2,0,2,2,0,2,3,0,1,3,3,2,Occasional
1486,25-34,F,Doctorate degree,UK,White,-1.05308,1.45421,-0.84732,0.94156,0.58489,-0.71126,-0.52593,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1487,18-24,M,"Some college or university, no certificate or degree",Other,White,-1.1943,1.11406,1.24033,-1.6209,-0.65253,0.52975,1.2247,6,3,2,0,6,6,6,0,0,3,0,0,0,3,0,4,6,0,0,6,6,4,Regular
1488,25-34,F,University degree,UK,White,-0.05188,-0.30033,-1.27553,-0.01729,0.7583,-0.71126,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1489,18-24,M,University degree,Australia,White,0.73545,0.00332,-0.17779,-1.07533,0.58489,1.29221,-0.52593,6,5,3,5,6,6,5,4,0,6,3,4,5,4,3,4,6,0,0,6,6,4,Regular
1490,25-34,F,"Some college or university, no certificate or degree",USA,White,-0.46725,-0.43999,-0.17779,-1.772,-1.25773,1.86203,1.92173,6,0,0,2,6,2,2,2,0,2,0,0,0,2,2,2,3,0,0,3,6,2,Occasional
1491,25-34,F,Doctorate degree,UK,White,1.37297,-0.69509,-0.58331,-1.47955,1.13407,0.88113,-2.07848,5,1,2,3,6,2,5,2,0,1,0,0,2,0,0,1,1,0,1,2,5,1,Occasional
1492,18-24,F,Masters degree,UK,White,-0.05188,1.11406,-1.42424,-0.45321,-0.78155,0.88113,1.2247,5,0,2,0,5,1,6,4,0,4,0,0,0,0,2,0,0,0,0,4,5,0,Non-User
1493,18-24,M,"Some college or university, no certificate or degree",USA,White,1.49158,-0.57545,-0.71727,-0.45321,-1.5184,1.29221,0.7654,6,4,0,5,4,6,6,0,0,6,0,0,3,5,0,3,3,0,0,4,6,5,Regular
1494,45-54,M,"Some college or university, no certificate or degree",USA,White,-0.14882,-0.30033,0.58331,0.13136,-0.27607,1.29221,1.2247,4,5,2,3,6,4,5,2,2,2,0,2,5,2,0,2,6,0,0,6,4,2,Occasional
1495,18-24,M,"Some college or university, no certificate or degree",USA,White,2.127,-0.94779,-0.45174,-0.30172,-1.64101,1.29221,0.07987,5,4,0,5,6,6,6,4,4,3,0,2,3,0,2,0,6,0,0,6,5,0,Regular
1496,18-24,M,"Some college or university, no certificate or degree",UK,White,0.91093,-3.27393,-0.45174,-1.47955,-1.78169,1.86203,0.7654,5,6,6,4,6,5,6,4,0,5,0,5,6,4,3,3,6,0,2,6,5,4,Regular
1497,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.79151,-0.94779,-0.01928,-0.60633,-0.40581,-0.71126,0.07987,4,2,2,0,4,3,5,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,Occasional
1498,25-34,M,Masters degree,Other,White,-1.1943,0.16767,0.29338,-0.91699,-0.89891,0.19268,1.2247,5,5,0,0,5,0,6,5,0,5,0,0,5,4,0,3,0,0,0,5,5,4,Non-User
1499,45-54,F,Left school before 16 years,USA,White,0.62967,-0.15487,-0.45174,-0.45321,-1.0145,0.19268,-0.52593,5,4,0,3,6,6,4,2,2,0,0,0,0,2,0,2,6,0,0,6,5,2,Regular
1500,45-54,M,University degree,USA,White,-1.05308,0.96248,0.44585,-0.01729,0.58489,0.88113,1.2247,5,0,0,2,6,1,6,0,0,0,0,0,0,1,0,1,6,0,0,6,5,1,Non-User
1501,25-34,M,Doctorate degree,USA,Other,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,0.52975,1.2247,5,4,0,4,6,6,3,3,3,3,3,3,3,3,3,3,6,0,0,6,5,3,Regular
1502,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,0.16767,0.58331,-2.07848,-0.00665,1.86203,-0.21575,4,0,0,0,6,5,5,0,0,0,0,0,4,0,3,3,3,0,0,3,4,3,Regular
1503,18-24,M,University degree,USA,White,0.41667,-1.92173,0.88309,-0.15487,-0.52745,0.19268,-0.52593,6,0,0,0,6,0,4,0,0,0,0,0,3,3,0,4,0,0,0,0,6,4,Non-User
1504,25-34,M,University degree,USA,White,-0.46725,0.47617,1.43533,-0.30172,-0.40581,0.19268,0.7654,6,3,3,3,6,6,5,2,0,5,2,3,4,5,3,2,5,0,2,5,6,5,Regular
1505,18-24,F,University degree,USA,Mixed-White/Asian,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.2247,6,4,0,3,6,6,5,4,0,4,0,3,3,3,0,5,6,0,2,6,6,5,Regular
1506,35-44,F,Professional certificate/ diploma,USA,White,1.72012,-2.72827,0.29338,1.2861,-0.78155,-0.21712,-0.21575,5,1,0,0,6,6,5,1,0,0,0,0,0,2,0,2,2,0,0,2,5,2,Regular
1507,45-54,F,Doctorate degree,UK,White,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593,6,0,0,0,4,1,4,1,0,0,0,0,0,1,0,1,2,0,0,2,6,1,Non-User
1508,18-24,F,Left school at 16 years,UK,White,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,4,0,0,6,6,0,5,2,0,0,0,0,3,0,0,0,4,0,0,4,6,0,Non-User
1509,18-24,F,University degree,UK,White,1.02119,-0.69509,0.88309,-1.772,-0.40581,0.19268,0.40148,6,0,3,3,6,3,6,0,0,3,0,0,0,0,0,0,4,0,0,4,6,0,Occasional
1510,25-34,F,Professional certificate/ diploma,USA,White,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654,5,1,1,4,5,6,5,2,1,2,0,0,2,1,0,2,2,0,1,2,5,2,Regular
1511,25-34,M,"Some college or university, no certificate or degree",USA,White,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,0,0,0,0,6,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,Non-User
1512,18-24,M,University degree,USA,White,0.73545,-0.80615,1.65653,0.13136,-1.25773,-0.21712,-0.52593,5,5,0,3,6,6,6,5,0,3,0,0,4,3,0,2,6,0,0,6,5,3,Regular
1513,18-24,M,Left school before 16 years,USA,White,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,6,0,0,3,4,6,5,0,0,3,0,0,2,0,3,4,3,0,0,3,6,4,Regular
1514,18-24,M,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,3,0,0,2,6,6,3,2,2,2,0,0,2,2,2,2,6,0,2,6,3,2,Regular
1515,25-34,M,Left school at 18 years,USA,White,1.23461,-2.32338,0.29338,-0.30172,-1.92173,0.19268,-0.52593,3,2,0,4,6,2,6,2,2,2,4,0,2,2,6,2,6,0,0,6,4,2,Occasional
1516,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,1.86203,1.2247,6,5,0,6,6,4,6,4,0,0,0,0,3,0,6,0,5,0,2,6,6,0,Occasional
1517,18-24,M,Left school at 18 years,USA,White,-0.79151,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,5,4,0,2,6,6,5,0,0,4,0,0,4,6,3,3,6,0,3,6,5,6,Regular
1518,45-54,M,Doctorate degree,USA,White,0.62967,-1.37639,1.43533,-0.91699,-0.52745,1.86203,0.7654,5,3,1,2,6,3,6,3,0,1,0,0,0,1,2,1,5,0,0,5,5,1,Occasional
1519,18-24,M,Professional certificate/ diploma,USA,White,0.04257,-1.6334,1.88511,-0.91699,0.12331,0.19268,0.40148,6,0,0,3,5,6,5,0,0,0,0,0,3,4,3,0,3,0,2,3,6,4,Regular
1520,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.24649,-0.80615,-1.27553,-1.34289,-1.92173,-0.71126,0.07987,0,2,3,2,3,4,1,3,2,1,2,1,2,1,2,4,2,3,1,3,2,4,Occasional
1521,18-24,M,"Some college or university, no certificate or degree",Other,White,1.37297,-0.30033,-0.17779,-0.15487,-1.25773,0.19268,-0.21575,5,3,2,2,6,2,6,5,0,4,0,2,2,0,0,2,6,0,2,6,5,2,Occasional
1522,18-24,M,Professional certificate/ diploma,USA,White,1.37297,-1.6334,1.06238,-0.91699,-1.38502,1.29221,0.7654,5,5,0,4,5,6,6,2,0,4,0,3,5,5,2,5,6,0,0,6,5,5,Regular
1523,25-34,M,Professional certificate/ diploma,USA,White,-0.05188,-2.72827,1.24033,1.45039,0.41594,-1.37983,-2.07848,3,6,3,5,6,3,3,5,0,5,0,5,5,5,5,4,6,0,0,6,5,5,Occasional
1524,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,2.127,1.88511,0.13136,-0.65253,1.86203,1.92173,4,6,3,4,6,3,6,3,0,3,2,0,5,5,3,5,6,0,3,6,4,5,Occasional
1525,18-24,M,Left school at 18 years,USA,White,1.60383,-2.21069,1.24033,0.43852,-1.38502,0.52975,0.40148,2,2,0,2,6,6,5,0,0,2,0,0,3,2,2,3,6,0,2,6,2,3,Regular
1526,18-24,M,Left school at 16 years,Australia,White,0.82562,1.2861,0.29338,-1.21213,-0.89891,0.88113,1.92173,6,4,0,0,6,4,3,0,0,0,0,0,3,3,0,0,6,0,0,6,6,3,Occasional
1527,18-24,M,Left school at 18 years,USA,White,0.52135,1.2861,1.24033,-0.45321,-0.52745,1.86203,0.7654,5,3,0,3,6,5,5,2,0,0,0,0,4,0,3,4,3,0,0,3,5,4,Regular
1528,18-24,M,"Some college or university, no certificate or degree",USA,White,0.91093,0.00332,1.06238,-1.21213,-1.5184,1.29221,0.40148,6,3,0,4,6,6,5,0,0,0,0,0,3,4,2,3,6,0,3,6,6,4,Regular
1529,18-24,F,University degree,UK,White,-1.86962,1.93886,0.58331,-1.47955,0.12331,1.29221,1.92173,6,0,2,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,Regular
1530,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.55078,0.96248,1.65653,-0.01729,-0.14277,1.29221,0.7654,5,6,2,5,6,6,6,4,3,4,0,3,5,4,0,3,6,0,4,6,5,4,Regular
1531,18-24,M,Left school before 16 years,New Zealand,White,-1.1943,-0.94779,1.06238,1.2861,-0.52745,0.88113,1.2247,3,0,0,2,6,4,6,0,0,0,0,0,3,4,0,5,2,0,1,2,3,5,Occasional
1532,25-34,F,University degree,USA,Other,-0.14882,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987,5,6,4,4,6,6,6,3,0,2,0,0,6,3,0,3,6,0,0,6,5,3,Regular
1533,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-1.7625,0.58331,-0.15487,-2.57309,0.88113,-0.21575,5,3,0,3,5,4,4,3,3,4,2,0,4,3,3,3,6,0,2,6,5,3,Occasional
1534,18-24,M,"Some college or university, no certificate or degree",USA,Other,-0.92104,1.2861,-0.45174,-0.60633,-0.00665,0.88113,1.2247,5,0,0,0,6,3,6,0,0,0,0,0,3,0,0,0,3,0,0,3,5,0,Occasional
1535,25-34,M,Left school at 18 years,Australia,White,0.04257,0.32197,-0.97631,0.28783,-0.65253,-0.71126,0.7654,6,5,4,3,5,5,6,3,0,4,0,2,3,2,6,0,5,0,0,6,6,2,Regular
1536,35-44,F,"Some college or university, no certificate or degree",Republic of Ireland,White,0.31287,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987,5,3,2,0,6,4,5,3,0,4,0,3,3,1,0,1,5,0,1,5,5,1,Occasional
1537,18-24,F,"Some college or university, no certificate or degree",USA,Other,-0.46725,0.80523,0.29338,2.03972,1.81175,-1.37983,-0.21575,5,6,0,4,6,3,6,4,0,4,0,4,3,2,0,3,4,4,3,6,5,3,Occasional
1538,18-24,F,"Some college or university, no certificate or degree",USA,White,0.13606,-0.94779,-1.11902,0.43852,-1.13788,-0.71126,0.7654,5,0,0,0,6,5,4,3,0,3,0,0,5,4,0,3,4,0,0,4,5,4,Regular
1539,18-24,F,"Some college or university, no certificate or degree",USA,Other,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
1540,18-24,M,"Some college or university, no certificate or degree",USA,White,1.13281,-0.69509,0.88309,0.94156,-0.89891,1.29221,0.7654,6,3,3,4,6,5,4,3,3,3,3,3,4,3,3,4,6,0,2,6,6,4,Regular
1541,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,-0.15487,1.88511,1.45039,0.12331,0.88113,-0.84637,6,0,0,0,5,6,5,0,0,0,0,2,3,4,0,3,6,0,0,6,6,4,Regular
1542,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.55078,1.2861,-0.97631,0.43852,0.93949,0.19268,1.92173,6,6,0,0,6,6,6,6,0,0,0,0,4,3,0,4,6,0,0,6,6,4,Regular
1543,25-34,M,"Some college or university, no certificate or degree",USA,White,0.82562,-3.00537,0.29338,-1.34289,-2.04506,0.88113,0.7654,6,3,0,4,4,6,5,2,2,2,5,2,6,3,3,4,3,0,2,3,6,4,Regular
1544,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.14882,-0.43999,-0.71727,-0.76096,-1.64101,1.29221,0.7654,4,2,0,0,5,4,6,2,0,2,0,3,5,0,0,2,2,0,0,2,4,2,Occasional
1545,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,0.80523,0.88309,0.59042,-0.78155,0.19268,0.07987,4,4,0,4,6,6,5,0,0,0,0,0,3,3,0,3,6,0,0,6,4,3,Regular
1546,18-24,F,"Some college or university, no certificate or degree",USA,White,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148,3,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Regular
1547,18-24,M,Left school at 18 years,USA,Other,-0.24649,-1.92173,0.29338,-0.60633,-1.13788,0.52975,0.40148,3,0,0,0,6,4,4,0,0,4,0,0,3,4,0,3,2,0,0,2,3,4,Occasional
1548,18-24,F,"Some college or university, no certificate or degree",USA,White,1.49158,0.16767,0.88309,-0.01729,0.58489,0.52975,0.7654,3,3,0,2,5,6,6,0,0,3,0,0,0,3,0,3,0,0,0,3,3,3,Regular
1549,25-34,M,University degree,UK,White,-1.1943,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Non-User
1550,25-34,F,Masters degree,UK,White,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,Non-User
1551,25-34,F,Professional certificate/ diploma,UK,White,-0.46725,0.00332,-1.11902,0.28783,-0.00665,0.19268,-0.52593,6,2,0,0,6,2,5,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,Occasional
1552,55-64,F,Professional certificate/ diploma,UK,White,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,Non-User
1553,45-54,F,"Some college or university, no certificate or degree",UK,White,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1,Non-User
1554,45-54,F,Professional certificate/ diploma,UK,White,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
1555,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.05188,-2.32338,-0.84732,-1.772,-0.40581,1.29221,-0.21575,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0,2,3,6,0,Occasional
1556,25-34,M,Masters degree,UK,White,-1.55078,1.11406,-0.01928,-0.01729,1.46191,0.19268,0.07987,5,0,0,0,6,2,5,0,0,0,0,0,4,0,0,0,4,0,0,4,5,0,Occasional
1557,18-24,F,Masters degree,UK,White,0.31287,0.80523,-0.97631,0.28783,0.25953,-0.21712,0.40148,6,0,0,3,6,3,4,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,Occasional
1558,25-34,F,"Some college or university, no certificate or degree",UK,White,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575,5,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Occasional
1559,55-64,F,University degree,UK,White,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,Non-User
1560,18-24,F,University degree,UK,Mixed-White/Black,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575,5,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,Occasional
1561,25-34,F,Masters degree,UK,Asian,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637,4,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Occasional
1562,35-44,F,University degree,UK,White,0.62967,-1.50796,-0.31776,0.28783,-0.14277,-0.71126,-2.07848,1,1,1,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Non-User
1563,45-54,F,Left school before 16 years,UK,White,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,1,0,Non-User
1564,35-44,M,Professional certificate/ diploma,UK,White,0.73545,-1.50796,-0.84732,-0.15487,-1.13788,0.88113,0.07987,4,2,1,1,6,3,6,1,0,3,0,1,0,1,0,1,1,0,0,2,4,1,Occasional
1565,35-44,F,University degree,UK,White,-0.05188,1.74091,-2.8595,-0.76096,2.63199,-1.37983,-1.54858,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,Non-User
1566,45-54,F,Professional certificate/ diploma,UK,White,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593,6,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,6,0,0,6,6,0,Non-User
1567,35-44,F,Professional certificate/ diploma,UK,White,0.82562,0.80523,0.29338,1.2861,0.25953,-1.37983,-1.18084,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,Non-User
1568,45-54,F,Professional certificate/ diploma,UK,White,2.46262,-2.5383,-0.31776,-0.91699,-0.78155,-0.71126,-1.54858,4,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
1569,35-44,M,Masters degree,UK,White,-1.55078,0.80523,1.24033,1.81866,-0.00665,0.19268,-0.21575,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1570,25-34,M,University degree,UK,White,-0.05188,0.47617,-1.11902,-0.76096,-0.27607,-1.37983,-0.84637,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,Non-User
1571,25-34,F,Masters degree,UK,White,-1.05308,1.2861,-0.45174,-0.15487,-0.00665,0.88113,-0.84637,5,0,3,0,5,2,5,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Occasional
1572,45-54,M,Professional certificate/ diploma,UK,White,-0.79151,-0.43999,-0.01928,1.81866,0.7583,-0.71126,-0.52593,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
1573,18-24,F,"Some college or university, no certificate or degree",UK,White,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858,3,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,Occasional
1574,25-34,F,Masters degree,UK,White,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,Non-User
1575,45-54,F,Professional certificate/ diploma,UK,White,1.02119,0.32197,0.7233,1.61108,-0.52745,0.88113,-0.84637,3,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Non-User
1576,35-44,F,University degree,UK,White,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Non-User
1577,35-44,F,"Some college or university, no certificate or degree",UK,White,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,Non-User
1578,25-34,F,Masters degree,UK,White,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Non-User
1579,45-54,F,University degree,UK,White,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Non-User
1580,45-54,F,Masters degree,UK,White,0.41667,-0.43999,1.43533,1.2861,0.7583,-0.21712,-0.52593,4,0,0,2,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,Non-User
1581,35-44,F,Left school at 16 years,UK,White,-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,Non-User
1582,45-54,F,Professional certificate/ diploma,UK,White,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848,5,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
1583,35-44,F,Masters degree,UK,White,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,4,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,Non-User
1584,35-44,M,Professional certificate/ diploma,UK,White,0.31287,-1.23177,-0.01928,0.76096,0.12331,-0.71126,-0.84637,6,0,1,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,Non-User
1585,35-44,F,Masters degree,UK,White,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654,5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Non-User
